frame.number,frame.time_epoch,frame.len,btle.length,btle.central_bd_addr,btle.peripheral_bd_addr,btle.access_address,btle.data_header.llid,btatt.opcode,btatt.handle,btatt.value,inter_arrival_time,type
13128,1763251949.887598,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002269744873046875,normal
13129,1763251949.917372,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13130,1763251949.9176,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13131,1763251949.947374,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029774188995361328,normal
13132,1763251949.947602,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13133,1763251949.962375,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13134,1763251949.962604,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13135,1763251949.992377,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13136,1763251949.992606,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13137,1763251950.022379,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13138,1763251950.022608,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13139,1763251950.067382,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477405548095703,normal
13140,1763251950.067611,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13141,1763251950.127387,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.05977606773376465,normal
13142,1763251950.127616,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13143,1763251950.142388,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13144,1763251950.142616,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13145,1763251950.217392,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.07477593421936035,normal
13146,1763251950.217621,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13147,1763251950.262396,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477500915527344,normal
13148,1763251950.277396,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014999866485595703,normal
13149,1763251950.277626,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002300739288330078,normal
13150,1763251950.292398,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13151,1763251950.292627,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13152,1763251950.3224,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13153,1763251950.322629,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13154,1763251950.337401,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13155,1763251950.337629,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13156,1763251950.352402,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13157,1763251950.35263,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13158,1763251950.397405,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477500915527344,normal
13159,1763251950.397634,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13160,1763251950.427407,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13161,1763251950.427636,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13162,1763251950.442408,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13163,1763251950.442636,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13164,1763251950.472409,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13165,1763251950.472638,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13166,1763251950.502412,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029774188995361328,normal
13167,1763251950.50264,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13168,1763251950.517413,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13169,1763251950.517641,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13170,1763251950.562416,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477500915527344,normal
13171,1763251950.577417,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01500082015991211,normal
13172,1763251950.577646,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13173,1763251950.62242,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477405548095703,normal
13174,1763251950.622649,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13175,1763251950.697426,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.07477712631225586,normal
13176,1763251950.697655,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13177,1763251950.712427,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13178,1763251950.712656,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13179,1763251950.727427,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014770984649658203,normal
13180,1763251950.727656,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13181,1763251950.77243,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477405548095703,normal
13182,1763251950.772659,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13183,1763251950.802432,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13184,1763251950.802661,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13185,1763251950.832435,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13186,1763251950.832663,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13187,1763251950.847435,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13188,1763251950.847665,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002300739288330078,normal
13189,1763251950.877438,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13190,1763251950.877667,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13191,1763251950.892439,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13192,1763251950.90744,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13193,1763251950.907669,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13194,1763251950.922441,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13195,1763251950.952443,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.03000187873840332,normal
13196,1763251950.952671,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13197,1763251950.967444,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13198,1763251950.997446,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.030002117156982422,normal
13199,1763251950.997675,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13200,1763251951.012447,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x03,-1,-1,,0.014772176742553711,normal
13201,1763251951.012676,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13202,1763251951.042448,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029772043228149414,normal
13203,1763251951.042677,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13204,1763251951.05745,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014773130416870117,normal
13205,1763251951.057678,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13206,1763251951.072451,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014773130416870117,normal
13207,1763251951.072679,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13208,1763251951.087452,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13209,1763251951.08768,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13210,1763251951.102453,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13211,1763251951.102681,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13212,1763251951.132455,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029774188995361328,normal
13213,1763251951.132683,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13214,1763251951.162456,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13215,1763251951.162685,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13216,1763251951.177457,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13217,1763251951.177686,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13218,1763251951.192458,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13219,1763251951.207459,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13220,1763251951.207688,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13221,1763251951.22246,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13222,1763251951.222689,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13223,1763251951.252463,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029774188995361328,normal
13224,1763251951.252691,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13225,1763251951.267464,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13226,1763251951.267692,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13227,1763251951.282464,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13228,1763251951.282692,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13229,1763251951.297465,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014773130416870117,normal
13230,1763251951.297694,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13231,1763251951.327467,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13232,1763251951.327696,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13233,1763251951.342468,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13234,1763251951.357469,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13235,1763251951.357698,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13236,1763251951.402472,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04477405548095703,normal
13237,1763251951.447476,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.04500389099121094,normal
13238,1763251951.462477,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13239,1763251951.462706,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13240,1763251951.477478,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13241,1763251951.477707,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13242,1763251951.492479,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13243,1763251951.492707,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13244,1763251951.552483,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.05977606773376465,normal
13245,1763251951.552711,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13246,1763251951.582484,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13247,1763251951.582713,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13248,1763251951.612486,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13249,1763251951.612716,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002300739288330078,normal
13250,1763251951.627488,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13251,1763251951.627717,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13252,1763251951.65749,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13253,1763251951.657718,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13254,1763251951.687492,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13255,1763251951.68772,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13256,1763251951.702493,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13257,1763251951.702721,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13258,1763251951.732495,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13259,1763251951.732724,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13260,1763251951.762497,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13261,1763251951.762726,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13262,1763251951.777498,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13263,1763251951.777726,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13264,1763251951.8075,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13265,1763251951.807728,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13266,1763251951.837502,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13267,1763251951.83773,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13268,1763251951.852503,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014773130416870117,normal
13269,1763251951.852731,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13270,1763251951.867504,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13271,1763251951.882505,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13272,1763251951.882734,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13273,1763251951.897506,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13274,1763251951.897735,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13275,1763251951.912507,256,230,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x03,-1,-1,,0.01477193832397461,normal
13276,1763251951.927508,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.015001058578491211,normal
13277,1763251951.927736,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022792816162109375,normal
13278,1763251951.957509,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13279,1763251951.957738,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13280,1763251951.97251,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13281,1763251951.972739,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13282,1763251951.987511,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13283,1763251951.98774,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13284,1763251952.002513,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772891998291016,normal
13285,1763251952.002741,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002281665802001953,normal
13286,1763251952.032515,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.029773950576782227,normal
13287,1763251952.032744,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13288,1763251952.062517,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13289,1763251952.062746,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13290,1763251952.077517,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x03,-1,-1,,0.014770984649658203,normal
13291,1763251952.077746,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13292,1763251952.092518,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.014772176742553711,normal
13293,1763251952.092747,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
13294,1763251952.107519,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.01477193832397461,normal
13295,1763251952.107748,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.00022912025451660156,normal
13296,1763251952.137521,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.02977299690246582,normal
13297,1763251952.13775,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x43c4cdc5,0x01,-1,-1,,0.0002288818359375,normal
